chr	start	end	id	TCGA-BLOOD.all	TCGA-BLOOD.amp	TCGA-BLOOD.del	TCGA-BRCA.all	TCGA-BRCA.amp	TCGA-BRCA.del	TCGA-BRCA.segs	TCGA-PANC.all	TCGA-PANC.amp	TCGA-PANC.del	TCGA-SCCA.all	TCGA-SCCA.amp	TCGA-SCCA.del
chr11	128250000	128299999	38880	0	0	0	2	2	0	22	16	2	14	2	0	2
chr11	128300000	128349999	38881	9	2	7	33	5	28	184	363	57	306	47	8	39
chr11	128350000	128399999	38882	5	5	0	12	6	6	70	109	48	61	11	3	8
chr11	128400000	128449999	38883	5	3	2	0	0	0	22	9	3	6	0	0	0
chr11	128450000	128499999	38884	12	12	0	2	0	2	26	48	12	36	5	0	5
chr11	128500000	128549999	38885	10	10	0	1	0	1	17	18	10	8	1	0	1
chr11	128550000	128599999	38886	4	4	0	5	4	1	17	20	10	10	3	2	1
chr11	128600000	128649999	38887	4	4	0	4	0	4	48	18	4	14	0	0	0
chr11	128650000	128699999	38888	5	2	3	0	0	0	44	28	2	26	0	0	0
chr11	128700000	128749999	38889	12	3	9	5	4	1	31	31	13	18	0	0	0
chr11	128750000	128799999	38890	10	6	4	4	4	0	59	32	14	18	3	0	3
chr11	128800000	128849999	38891	6	0	6	10	8	2	62	58	18	40	2	0	2
chr11	128850000	128899999	38892	0	0	0	0	0	0	24	14	0	14	2	0	2
chr11	128900000	128949999	38893	0	0	0	1	1	0	16	6	1	5	0	0	0
chr11	128950000	128999999	38894	2	0	2	9	5	4	40	40	16	24	4	2	2
chr11	129000000	129049999	38895	2	0	2	3	2	1	17	33	13	20	3	1	2
chr11	129050000	129099999	38896	2	2	0	0	0	0	20	12	4	8	1	0	1
chr11	129100000	129149999	38897	5	3	2	4	4	0	20	18	11	7	0	0	0
chr11	129150000	129199999	38898	4	2	2	2	0	2	34	21	5	16	2	0	2
chr11	129200000	129249999	38899	2	0	2	6	4	2	16	11	6	5	0	0	0
chr11	129250000	129299999	38900	2	2	0	2	0	2	36	29	6	23	2	0	2
chr11	129300000	129349999	38901	4	0	4	2	0	2	22	24	4	20	0	0	0
chr11	129350000	129399999	38902	0	0	0	5	5	0	13	7	6	1	1	0	1
chr11	129400000	129449999	38903	2	0	2	0	0	0	10	23	2	21	2	2	0
chr11	129450000	129499999	38904	0	0	0	2	0	2	13	10	6	4	2	0	2
chr11	129500000	129549999	38905	0	0	0	0	0	0	10	9	6	3	0	0	0
chr11	129550000	129599999	38906	0	0	0	3	0	3	15	26	0	26	5	0	5
chr11	129600000	129649999	38907	0	0	0	4	4	0	19	20	12	8	2	0	2
chr11	129650000	129699999	38908	0	0	0	4	0	4	24	14	4	10	2	0	2
chr11	129700000	129749999	38909	10	10	0	4	0	4	22	34	22	12	4	2	2
chr11	129750000	129799999	38910	2	2	0	1	0	1	19	13	6	7	0	0	0
chr11	129800000	129849999	38911	2	2	0	0	0	0	18	27	12	15	2	0	2
chr11	129850000	129899999	38912	0	0	0	0	0	0	10	6	0	6	2	0	2
chr11	129900000	129949999	38913	2	2	0	2	0	2	12	14	9	5	0	0	0
chr11	129950000	129999999	38914	2	2	0	4	2	2	16	20	4	16	3	0	3
chr11	130000000	130049999	38915	2	2	0	6	2	4	28	10	4	6	0	0	0
chr11	130050000	130099999	38916	0	0	0	0	0	0	12	13	4	9	2	0	2
chr11	130100000	130149999	38917	0	0	0	0	0	0	8	9	4	5	1	0	1
chr11	130150000	130199999	38918	0	0	0	14	2	12	28	62	13	49	0	0	0
chr11	130200000	130249999	38919	0	0	0	0	0	0	8	9	5	4	1	0	1
chr11	130250000	130299999	38920	14	6	8	0	0	0	8	34	12	22	1	0	1
chr11	130300000	130349999	38921	6	0	6	11	6	5	43	52	9	43	2	0	2
chr11	130350000	130399999	38922	1	1	0	2	0	2	18	6	3	3	2	2	0
chr11	130400000	130449999	38923	4	1	3	6	6	0	36	19	11	8	2	1	1
chr11	130450000	130499999	38924	3	3	0	1	1	0	14	59	20	39	4	1	3
chr11	130500000	130549999	38925	1	1	0	4	1	3	16	41	17	24	6	2	4
chr11	130550000	130599999	38926	0	0	0	1	1	0	16	31	20	11	1	1	0
chr11	130600000	130649999	38927	5	3	2	2	0	2	39	28	6	22	1	0	1
chr11	130650000	130699999	38928	4	4	0	3	0	3	28	16	4	12	0	0	0
chr11	130700000	130749999	38929	2	2	0	4	0	4	33	21	8	13	2	0	2
chr11	130750000	130799999	38930	2	2	0	2	0	2	23	13	4	9	0	0	0
chr11	130800000	130849999	38931	0	0	0	3	0	3	41	16	2	14	1	0	1
chr11	130850000	130899999	38932	6	6	0	6	4	2	22	19	14	5	0	0	0
chr11	130900000	130949999	38933	5	5	0	7	0	7	46	33	17	16	2	0	2
chr11	130950000	130999999	38934	17	16	1	6	2	4	50	105	37	68	9	2	7
chr11	131000000	131049999	38935	26	24	2	5	0	5	34	118	24	94	9	0	9
chr11	131050000	131099999	38936	2	0	2	1	0	1	10	14	2	12	0	0	0
chr11	131100000	131149999	38937	5	1	4	2	0	2	39	64	4	60	4	0	4
chr11	131150000	131199999	38938	2	2	0	4	2	2	29	34	5	29	2	0	2
chr11	131200000	131249999	38939	4	4	0	9	4	5	34	36	9	27	8	0	8
chr11	131250000	131299999	38940	7	6	1	1	1	0	13	16	7	9	1	0	1
chr11	131300000	131349999	38941	10	10	0	8	0	8	39	73	23	50	6	2	4
chr11	131350000	131399999	38942	18	18	0	8	2	6	36	96	22	74	19	0	19
chr11	131400000	131449999	38943	8	8	0	44	40	4	148	234	211	23	27	22	5
chr11	131450000	131499999	38944	11	10	1	2	0	2	12	61	12	49	9	0	9
chr11	131500000	131549999	38945	4	0	4	8	0	8	32	87	0	87	4	0	4
chr11	131550000	131599999	38946	2	0	2	4	4	0	20	20	10	10	0	0	0
chr11	131600000	131649999	38947	0	0	0	5	4	1	13	17	4	13	0	0	0
chr11	131650000	131699999	38948	11	11	0	3	3	0	18	77	53	24	12	8	4
chr11	131700000	131749999	38949	13	13	0	0	0	0	14	62	21	41	3	0	3
chr11	131750000	131799999	38950	5	2	3	0	0	0	16	13	2	11	0	0	0
chr11	131800000	131849999	38951	0	0	0	4	4	0	10	13	4	9	4	0	4
chr11	131850000	131899999	38952	0	0	0	5	0	5	23	33	4	29	8	4	4
chr11	131900000	131949999	38953	2	2	0	8	4	4	25	32	8	24	2	0	2
chr11	131950000	131999999	38954	6	6	0	8	4	4	37	61	11	50	7	0	7
chr11	132000000	132049999	38955	14	14	0	5	0	5	15	74	14	60	15	0	15
chr11	132050000	132099999	38956	12	12	0	0	0	0	12	30	14	16	1	0	1
chr11	132100000	132149999	38957	13	12	1	1	0	1	13	36	14	22	2	0	2
chr11	132150000	132199999	38958	7	6	1	14	9	5	37	35	17	18	3	2	1
chr11	132200000	132249999	38959	0	0	0	1	0	1	7	8	0	8	0	0	0
chr11	132250000	132299999	38960	6	6	0	4	0	4	33	38	7	31	0	0	0
chr11	132300000	132349999	38961	9	8	1	6	4	2	12	22	17	5	4	4	0
chr11	132350000	132399999	38962	0	0	0	1	0	1	20	6	1	5	1	0	1
chr11	132400000	132449999	38963	0	0	0	2	0	2	16	9	1	8	0	0	0
chr11	132450000	132499999	38964	3	3	0	2	0	2	25	27	5	22	7	0	7
chr11	132500000	132549999	38965	2	2	0	2	0	2	11	7	3	4	0	0	0
chr11	132550000	132599999	38966	2	0	2	12	4	8	30	57	8	49	2	0	2
chr11	132600000	132649999	38967	4	4	0	1	0	1	7	56	18	38	7	0	7
chr11	132650000	132699999	38968	7	6	1	0	0	0	6	20	10	10	2	2	0
chr11	132700000	132749999	38969	0	0	0	8	0	8	44	36	4	32	6	4	2
chr11	132750000	132799999	38970	0	0	0	6	0	6	65	32	0	32	4	0	4
chr11	132800000	132849999	38971	4	4	0	8	0	8	111	155	12	143	11	0	11
chr11	132850000	132899999	38972	6	5	1	5	0	5	57	40	10	30	4	1	3
chr11	132900000	132949999	38973	20	2	18	8	3	5	52	94	15	79	9	3	6
chr11	132950000	132999999	38974	10	0	10	12	1	11	55	85	9	76	13	2	11
chr11	133000000	133049999	38975	9	7	2	7	1	6	39	79	13	66	10	0	10
chr11	133050000	133099999	38976	10	6	4	10	4	6	54	109	18	91	12	1	11
chr11	133100000	133149999	38977	2	0	2	26	3	23	90	192	57	135	20	7	13
chr11	133150000	133199999	38978	6	0	6	10	0	10	35	73	1	72	12	0	12
chr11	133200000	133249999	38979	11	4	7	4	0	4	35	78	12	66	7	1	6
chr11	133250000	133299999	38980	7	3	4	12	0	12	89	142	16	126	16	4	12
chr11	133300000	133349999	38981	2	2	0	0	0	0	6	31	4	27	1	0	1
chr11	133350000	133399999	38982	4	0	4	6	2	4	18	28	2	26	1	0	1
chr11	133400000	133449999	38983	0	0	0	2	0	2	6	15	2	13	0	0	0
chr11	133450000	133499999	38984	4	2	2	7	5	2	25	51	13	38	4	0	4
chr11	133500000	133549999	38985	7	2	5	1	0	1	25	21	2	19	4	0	4
chr11	133550000	133599999	38986	3	2	1	0	0	0	15	48	14	34	2	0	2
chr11	133600000	133649999	38987	5	0	5	1	0	1	27	24	7	17	1	0	1
chr11	133650000	133699999	38988	13	2	11	2	2	0	28	50	13	37	9	1	8
chr11	133700000	133749999	38989	10	0	10	10	2	8	42	28	4	24	1	0	1
chr11	133750000	133799999	38990	11	2	9	16	2	14	211	181	35	146	15	0	15
chr11	133800000	133849999	38991	6	4	2	60	49	11	263	506	383	123	76	58	18
chr11	133850000	133899999	38992	1	0	1	5	2	3	35	36	8	28	6	2	4
chr11	133900000	133949999	38993	1	0	1	8	3	5	64	57	20	37	3	0	3
chr11	133950000	133999999	38994	1	1	0	1	0	1	26	16	8	8	1	1	0
chr11	134000000	134049999	38995	4	0	4	6	0	6	30	52	7	45	11	4	7
chr11	134050000	134099999	38996	2	0	2	0	0	0	8	7	2	5	0	0	0
chr11	134100000	134149999	38997	4	2	2	20	3	17	2274	142	39	103	14	1	13
chr11	134150000	134199999	38998	0	0	0	9	0	9	106	75	14	61	9	0	9
chr11	134200000	134249999	38999	7	0	7	17	3	14	233	142	32	110	25	2	23
chr11	134250000	134299999	39000	9	0	9	14	3	11	85	254	27	227	27	2	25
chr11	134300000	134349999	39001	4	0	4	7	0	7	46	183	5	178	11	0	11
chr11	134350000	134399999	39002	4	2	2	4	2	2	54	29	7	22	3	0	3
chr11	134400000	134449999	39003	2	0	2	8	1	7	37	86	20	66	6	1	5
chr11	134450000	134499999	39004	1	0	1	5	0	5	56	53	7	46	8	0	8
chr11	134500000	134549999	39005	1	0	1	1	0	1	22	20	1	19	2	0	2
chr11	134550000	134599999	39006	2	1	1	6	1	5	46	64	24	40	6	0	6
chr11	134600000	134649999	39007	24	3	21	150	9	141	653	1404	142	1262	166	7	159
chr11	134650000	134699999	39008	2	2	0	8	2	6	45	46	7	39	4	0	4
chr11	134700000	134749999	39009	9	0	9	7	0	7	59	51	7	44	7	2	5
chr11	134750000	134799999	39010	2	1	1	6	0	6	47	45	11	34	6	4	2
chr11	134800000	134849999	39011	5	0	5	14	0	14	81	69	5	64	7	0	7
chr11	134850000	134899999	39012	3	0	3	8	0	8	84	78	3	75	4	0	4
chr11	134900000	134949999	39013	3	1	2	28	1	27	2262	212	28	184	29	3	26
chr11	134950000	134999999	39014	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	0	49999	39015	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	50000	99999	39016	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	100000	149999	39017	0	0	0	0	0	0	0	0	0	0	0	0	0
chr12	150000	199999	39018	2	0	2	8	8	0	2287	198	162	36	25	22	3
chr12	200000	249999	39019	0	0	0	5	3	2	104	56	27	29	8	3	5
chr12	250000	299999	39020	13	0	13	27	4	23	131	299	22	277	33	1	32
chr12	300000	349999	39021	4	0	4	10	3	7	208	129	56	73	12	5	7
chr12	350000	399999	39022	6	3	3	27	24	3	180	406	346	60	48	42	6
chr12	400000	449999	39023	0	0	0	4	1	3	39	26	10	16	2	0	2
chr12	450000	499999	39024	0	0	0	2	2	0	17	25	21	4	0	0	0
chr12	500000	549999	39025	3	1	2	8	3	5	43	47	19	28	4	1	3
chr12	550000	599999	39026	3	0	3	4	2	2	37	73	38	35	5	2	3
chr12	600000	649999	39027	5	0	5	10	2	8	60	99	25	74	7	1	6
chr12	650000	699999	39028	12	1	11	13	2	11	143	152	56	96	15	7	8
chr12	700000	749999	39029	3	0	3	6	3	3	72	79	39	40	9	6	3
chr12	750000	799999	39030	1	0	1	1	1	0	75	50	29	21	3	2	1
chr12	800000	849999	39031	0	0	0	2	2	0	45	48	37	11	6	4	2
chr12	850000	899999	39032	34	1	33	93	18	75	3520	1444	331	1113	155	41	114
chr12	900000	949999	39033	2	0	2	14	1	13	67	96	27	69	13	3	10
chr12	950000	999999	39034	3	0	3	4	4	0	31	85	69	16	5	5	0
chr12	1000000	1049999	39035	2	0	2	15	7	8	60	81	22	59	8	1	7
chr12	1050000	1099999	39036	10	1	9	4	0	4	39	37	11	26	6	3	3
chr12	1100000	1149999	39037	0	0	0	5	5	0	20	26	18	8	4	4	0
chr12	1150000	1199999	39038	0	0	0	1	0	1	22	10	8	2	2	2	0
chr12	1200000	1249999	39039	0	0	0	0	0	0	32	25	15	10	7	7	0
chr12	1250000	1299999	39040	0	0	0	3	1	2	37	52	36	16	9	7	2
chr12	1300000	1349999	39041	0	0	0	4	3	1	60	51	42	9	6	5	1
chr12	1350000	1399999	39042	0	0	0	14	9	5	41	71	41	30	7	5	2
chr12	1400000	1449999	39043	0	0	0	9	0	9	53	115	16	99	15	5	10
chr12	1450000	1499999	39044	3	1	2	1	0	1	21	38	9	29	3	2	1
chr12	1500000	1549999	39045	1	0	1	14	9	5	53	102	65	37	13	11	2
chr12	1550000	1599999	39046	12	4	8	10	3	7	94	83	27	56	7	1	6
chr12	1600000	1649999	39047	6	0	6	6	1	5	58	70	22	48	7	2	5
chr12	1650000	1699999	39048	10	0	10	7	2	5	45	144	51	93	28	10	18
chr12	1700000	1749999	39049	8	1	7	10	5	5	64	143	48	95	14	7	7
chr12	1750000	1799999	39050	3	0	3	1	1	0	47	36	26	10	2	2	0
chr12	1800000	1849999	39051	2	0	2	1	1	0	75	46	43	3	0	0	0
chr12	1850000	1899999	39052	0	0	0	6	5	1	127	96	72	24	11	11	0
chr12	1900000	1949999	39053	3	0	3	3	1	2	50	47	27	20	6	5	1
chr12	1950000	1999999	39054	7	0	7	9	1	8	85	101	40	61	10	8	2
chr12	2000000	2049999	39055	8	8	0	4	4	0	47	46	24	22	1	0	1
chr12	2050000	2099999	39056	0	0	0	10	3	7	50	50	26	24	14	10	4
chr12	2100000	2149999	39057	1	0	1	11	4	7	74	38	21	17	1	0	1
chr12	2150000	2199999	39058	6	6	0	1	0	1	19	36	17	19	5	1	4
chr12	2200000	2249999	39059	18	1	17	17	1	16	421	346	44	302	43	6	37
chr12	2250000	2299999	39060	31	0	31	35	11	24	507	536	124	412	64	14	50
chr12	2300000	2349999	39061	3	0	3	2	0	2	12	52	27	25	5	1	4
chr12	2350000	2399999	39062	11	2	9	0	0	0	11	23	6	17	2	0	2
chr12	2400000	2449999	39063	2	2	0	6	4	2	40	23	13	10	2	0	2
chr12	2450000	2499999	39064	0	0	0	7	0	7	25	51	17	34	0	0	0
chr12	2500000	2549999	39065	5	1	4	2	0	2	10	40	21	19	6	0	6
chr12	2550000	2599999	39066	3	0	3	0	0	0	2	33	12	21	2	0	2
chr12	2600000	2649999	39067	4	2	2	2	2	0	17	21	16	5	0	0	0
chr12	2650000	2699999	39068	4	2	2	3	0	3	18	22	9	13	0	0	0
chr12	2700000	2749999	39069	14	10	4	2	0	2	12	30	14	16	3	0	3
chr12	2750000	2799999	39070	3	2	1	0	0	0	38	43	32	11	3	3	0
chr12	2800000	2849999	39071	6	2	4	9	2	7	51	120	54	66	8	4	4
chr12	2850000	2899999	39072	7	3	4	2	1	1	29	48	29	19	1	1	0
chr12	2900000	2949999	39073	2	2	0	6	6	0	28	17	17	0	2	2	0
chr12	2950000	2999999	39074	2	2	0	0	0	0	14	33	23	10	3	2	1
chr12	3000000	3049999	39075	2	2	0	5	3	2	43	24	18	6	0	0	0
chr12	3050000	3099999	39076	2	0	2	7	1	6	55	137	29	108	10	4	6
chr12	3100000	3149999	39077	1	0	1	4	0	4	24	77	16	61	7	4	3
chr12	3150000	3199999	39078	13	2	11	4	2	2	40	38	21	17	0	0	0
chr12	3200000	3249999	39079	8	8	0	2	1	1	20	45	33	12	8	7	1
chr12	3250000	3299999	39080	9	9	0	2	1	1	33	32	13	19	5	0	5
chr12	3300000	3349999	39081	15	13	2	0	0	0	18	39	22	17	3	0	3
chr12	3350000	3399999	39082	17	2	15	25	14	11	119	324	152	172	32	20	12
chr12	3400000	3449999	39083	22	5	17	28	7	21	117	236	77	159	25	6	19
chr12	3450000	3499999	39084	2	0	2	0	0	0	25	35	24	11	0	0	0
chr12	3500000	3549999	39085	3	3	0	4	2	2	29	23	17	6	0	0	0
chr12	3550000	3599999	39086	5	5	0	4	2	2	35	30	24	6	0	0	0
chr12	3600000	3649999	39087	0	0	0	3	0	3	31	27	17	10	0	0	0
chr12	3650000	3699999	39088	3	0	3	3	0	3	35	71	31	40	8	2	6
chr12	3700000	3749999	39089	0	0	0	5	0	5	46	71	20	51	0	0	0
chr12	3750000	3799999	39090	5	4	1	3	0	3	58	34	20	14	1	0	1
chr12	3800000	3849999	39091	9	9	0	9	7	2	48	44	32	12	2	0	2
chr12	3850000	3899999	39092	15	11	4	2	0	2	47	80	58	22	8	7	1
chr12	3900000	3949999	39093	0	0	0	3	3	0	46	23	12	11	0	0	0
chr12	3950000	3999999	39094	10	10	0	0	0	0	22	37	33	4	2	2	0
chr12	4000000	4049999	39095	18	18	0	1	0	1	31	58	40	18	2	2	0
chr12	4050000	4099999	39096	11	8	3	3	0	3	19	39	13	26	5	1	4
chr12	4100000	4149999	39097	6	6	0	2	0	2	16	26	18	8	2	2	0
chr12	4150000	4199999	39098	1	1	0	2	1	1	25	37	32	5	4	2	2
chr12	4200000	4249999	39099	0	0	0	1	0	1	12	21	18	3	0	0	0
chr12	4250000	4299999	39100	2	1	1	4	2	2	23	30	14	16	4	0	4
chr12	4300000	4349999	39101	1	1	0	6	0	6	30	53	21	32	2	2	0
chr12	4350000	4399999	39102	24	19	5	48	9	39	225	713	366	347	71	35	36
chr12	4400000	4449999	39103	4	3	1	23	12	11	92	279	168	111	32	20	12
chr12	4450000	4499999	39104	2	0	2	8	8	0	45	40	36	4	4	4	0
chr12	4500000	4549999	39105	0	0	0	5	4	1	26	39	35	4	0	0	0
chr12	4550000	4599999	39106	4	0	4	6	2	4	37	137	16	121	11	0	11
chr12	4600000	4649999	39107	0	0	0	2	2	0	12	50	46	4	12	10	2
chr12	4650000	4699999	39108	7	0	7	9	0	9	53	104	40	64	17	5	12
chr12	4700000	4749999	39109	0	0	0	5	0	5	49	26	13	13	0	0	0
chr12	4750000	4799999	39110	1	0	1	6	4	2	47	23	6	17	1	0	1
chr12	4800000	4849999	39111	1	0	1	0	0	0	22	32	27	5	0	0	0
chr12	4850000	4899999	39112	1	0	1	1	0	1	24	27	14	13	3	2	1
chr12	4900000	4949999	39113	7	6	1	11	10	1	58	55	35	20	6	4	2
chr12	4950000	4999999	39114	6	6	0	0	0	0	28	43	17	26	2	2	0
chr12	5000000	5049999	39115	4	2	2	0	0	0	26	29	14	15	2	2	0
chr12	5050000	5099999	39116	4	4	0	0	0	0	4	24	14	10	0	0	0
chr12	5100000	5149999	39117	2	0	2	9	5	4	39	40	21	19	4	2	2
chr12	5150000	5199999	39118	4	0	4	1	0	1	19	50	21	29	6	0	6
chr12	5200000	5249999	39119	4	2	2	1	0	1	15	35	20	15	8	6	2
chr12	5250000	5299999	39120	5	2	3	0	0	0	14	41	16	25	0	0	0
chr12	5300000	5349999	39121	2	2	0	8	4	4	52	38	16	22	2	0	2
chr12	5350000	5399999	39122	0	0	0	0	0	0	2	28	10	18	1	0	1
chr12	5400000	5449999	39123	0	0	0	5	2	3	30	20	7	13	3	3	0
chr12	5450000	5499999	39124	11	8	3	0	0	0	4	61	24	37	13	8	5
chr12	5500000	5549999	39125	12	2	10	7	0	7	39	64	19	45	6	0	6
chr12	5550000	5599999	39126	20	20	0	5	2	3	35	44	32	12	1	1	0
chr12	5600000	5649999	39127	6	0	6	2	0	2	20	39	8	31	0	0	0
chr12	5650000	5699999	39128	13	13	0	10	0	10	50	73	21	52	8	4	4
chr12	5700000	5749999	39129	9	9	0	6	4	2	37	35	26	9	2	2	0
chr12	5750000	5799999	39130	9	9	0	1	0	1	15	24	17	7	2	0	2
chr12	5800000	5849999	39131	5	5	0	2	2	0	18	14	13	1	1	0	1
chr12	5850000	5899999	39132	0	0	0	0	0	0	10	19	8	11	2	0	2
chr12	5900000	5949999	39133	0	0	0	2	2	0	20	29	10	19	6	2	4
chr12	5950000	5999999	39134	7	2	5	5	2	3	29	26	12	14	0	0	0
chr12	6000000	6049999	39135	12	4	8	0	0	0	24	49	26	23	4	0	4
chr12	6050000	6099999	39136	7	0	7	5	0	5	44	64	17	47	6	2	4
chr12	6100000	6149999	39137	2	1	1	5	5	0	51	21	15	6	1	0	1
chr12	6150000	6199999	39138	2	1	1	3	2	1	57	30	23	7	5	4	1
chr12	6200000	6249999	39139	2	0	2	11	1	10	114	177	91	86	21	11	10
chr12	6250000	6299999	39140	2	0	2	4	4	0	29	60	47	13	7	4	3
chr12	6300000	6349999	39141	0	0	0	8	6	2	74	47	20	27	3	3	0
chr12	6350000	6399999	39142	4	3	1	6	2	4	63	41	27	14	2	2	0
chr12	6400000	6449999	39143	2	2	0	2	0	2	20	30	11	19	5	4	1
chr12	6450000	6499999	39144	1	0	1	13	8	5	84	38	21	17	1	0	1
chr12	6500000	6549999	39145	0	0	0	1	0	1	50	38	27	11	2	0	2
chr12	6550000	6599999	39146	0	0	0	5	0	5	32	25	11	14	2	0	2
chr12	6600000	6649999	39147	6	0	6	0	0	0	49	20	4	16	3	3	0
chr12	6650000	6699999	39148	2	0	2	3	3	0	22	19	12	7	0	0	0
chr12	6700000	6749999	39149	0	0	0	0	0	0	12	20	16	4	4	4	0
chr12	6750000	6799999	39150	0	0	0	0	0	0	10	12	4	8	0	0	0
chr12	6800000	6849999	39151	4	1	3	5	4	1	35	79	32	47	10	4	6
chr12	6850000	6899999	39152	4	4	0	0	0	0	4	12	9	3	3	3	0
chr12	6900000	6949999	39153	12	12	0	0	0	0	10	19	13	6	0	0	0
chr12	6950000	6999999	39154	1	0	1	7	4	3	58	46	28	18	7	5	2
chr12	7000000	7049999	39155	3	3	0	3	0	3	86	67	40	27	5	3	2
chr12	7050000	7099999	39156	2	2	0	0	0	0	24	14	14	0	0	0	0
chr12	7100000	7149999	39157	0	0	0	4	4	0	38	10	9	1	2	2	0
chr12	7150000	7199999	39158	0	0	0	4	4	0	26	15	13	2	0	0	0
chr12	7200000	7249999	39159	2	0	2	0	0	0	4	5	0	5	0	0	0
chr12	7250000	7299999	39160	22	17	5	2	2	0	32	36	24	12	0	0	0
chr12	7300000	7349999	39161	6	4	2	4	4	0	52	25	20	5	2	2	0
chr12	7350000	7399999	39162	4	0	4	4	4	0	38	29	11	18	1	0	1
chr12	7400000	7449999	39163	0	0	0	6	6	0	45	14	13	1	0	0	0
chr12	7450000	7499999	39164	0	0	0	3	2	1	26	14	13	1	2	2	0
chr12	7500000	7549999	39165	1	1	0	0	0	0	8	17	11	6	2	1	1
chr12	7550000	7599999	39166	6	1	5	0	0	0	20	42	26	16	2	1	1
chr12	7600000	7649999	39167	4	0	4	6	6	0	36	36	22	14	2	0	2
chr12	7650000	7699999	39168	0	0	0	5	0	5	39	20	7	13	3	0	3
chr12	7700000	7749999	39169	0	0	0	9	6	3	60	31	19	12	4	3	1
chr12	7750000	7799999	39170	1	0	1	6	4	2	85	48	23	25	6	1	5
chr12	7800000	7849999	39171	7	5	2	3	0	3	41	55	27	28	6	3	3
chr12	7850000	7899999	39172	0	0	0	3	2	1	22	8	4	4	0	0	0
chr12	7900000	7949999	39173	0	0	0	2	0	2	21	9	7	2	0	0	0
chr12	7950000	7999999	39174	2	0	2	3	0	3	198	62	41	21	7	3	4
chr12	8000000	8049999	39175	7	0	7	18	9	9	191	280	55	225	28	8	20
chr12	8050000	8099999	39176	0	0	0	2	2	0	27	28	21	7	3	2	1
chr12	8100000	8149999	39177	6	1	5	14	3	11	327	205	85	120	22	10	12
chr12	8150000	8199999	39178	9	8	1	0	0	0	36	27	19	8	2	2	0
chr12	8200000	8249999	39179	11	9	2	2	0	2	25	32	17	15	2	0	2
chr12	8250000	8299999	39180	7	5	2	0	0	0	36	22	15	7	2	0	2
chr12	8300000	8349999	39181	1	0	1	0	0	0	264	45	31	14	5	2	3
chr12	8350000	8399999	39182	5	1	4	23	23	0	580	316	298	18	53	51	2
chr12	8400000	8449999	39183	8	8	0	126	99	27	639	1202	1069	133	147	127	20
chr12	8450000	8499999	39184	5	0	5	15	5	10	250	161	54	107	21	3	18
chr12	8500000	8549999	39185	4	0	4	6	4	2	162	76	40	36	11	5	6
chr12	8550000	8599999	39186	21	15	6	242	236	6	1926	1740	1669	71	180	177	3
chr12	8600000	8649999	39187	2	0	2	0	0	0	78	35	23	12	2	1	1
chr12	8650000	8699999	39188	2	0	2	0	0	0	26	20	6	14	4	0	4
chr12	8700000	8749999	39189	2	0	2	5	0	5	35	27	4	23	4	2	2
chr12	8750000	8799999	39190	7	1	6	1	0	1	20	23	13	10	0	0	0
chr12	8800000	8849999	39191	0	0	0	3	3	0	27	7	7	0	2	2	0
chr12	8850000	8899999	39192	0	0	0	4	4	0	26	23	14	9	1	0	1
chr12	8900000	8949999	39193	0	0	0	0	0	0	8	7	3	4	0	0	0
chr12	8950000	8999999	39194	1	0	1	2	0	2	21	42	18	24	2	2	0
chr12	9000000	9049999	39195	10	10	0	9	2	7	68	73	23	50	9	2	7
chr12	9050000	9099999	39196	2	2	0	2	0	2	15	42	15	27	0	0	0
chr12	9100000	9149999	39197	3	0	3	3	1	2	43	25	6	19	0	0	0
chr12	9150000	9199999	39198	3	2	1	5	0	5	47	34	10	24	2	0	2
chr12	9200000	9249999	39199	5	0	5	2	2	0	18	27	20	7	0	0	0
chr12	9250000	9299999	39200	2	0	2	0	0	0	24	22	12	10	2	2	0
chr12	9300000	9349999	39201	0	0	0	0	0	0	19	16	11	5	0	0	0
chr12	9350000	9399999	39202	5	5	0	3	1	2	45	23	17	6	0	0	0
chr12	9400000	9449999	39203	7	1	6	14	6	8	199	123	41	82	13	1	12
chr12	9450000	9499999	39204	26	4	22	56	5	51	288	667	84	583	84	6	78
chr12	9500000	9549999	39205	13	1	12	4	0	4	50	90	14	76	7	0	7
chr12	9550000	9599999	39206	3	0	3	12	0	12	50	61	3	58	3	0	3
chr12	9600000	9649999	39207	172	42	130	816	157	659	2459	9354	2341	7013	1135	274	861
chr12	9650000	9699999	39208	1	0	1	23	14	9	128	337	149	188	55	20	35
chr12	9700000	9749999	39209	172	43	129	839	163	676	2573	9547	2402	7145	1158	284	874
chr12	9750000	9799999	39210	3	0	3	2	0	2	39	47	17	30	1	0	1
chr12	9800000	9849999	39211	2	0	2	8	4	4	54	90	18	72	7	0	7
chr12	9850000	9899999	39212	4	0	4	6	4	2	46	83	23	60	7	2	5
chr12	9900000	9949999	39213	1	0	1	2	2	0	34	53	22	31	1	0	1
chr12	9950000	9999999	39214	0	0	0	7	0	7	39	40	14	26	4	4	0
chr12	10000000	10049999	39215	5	0	5	0	0	0	32	65	9	56	3	1	2
chr12	10050000	10099999	39216	3	1	2	5	3	2	19	29	18	11	1	1	0
